Nom, Vietnamese translated by hcmus
𫆧蟳𣈜𠬠𤉗𤈊,ruột tằm ngay một héo don
雪霜𣈜𠬠耗𤷱𠇮蟡,tuyết sương thì một háo món mệnh uy
矧䜹六醒六迷,thẩn thưa lục tỉnh lục mê
𧖱蹺渃𬑉魂󰡞占包,máu khiêu nhược mắt hồn lìa chiêm bao
椿萱𢗼𢜝掣包,xuân huyên lo sợ xế bao
过𦋦欺旦世芇麻咍,quá rả khi đán thế náo ma hai
倍鐄懺所𪮙𣈜,bội hoành sám sở tuyển thì
緣雲󰉚㐌併𦀊朱払,duyên vân hôm đà tính giây chu bật
㝵窈窕几文章,đắc yểu điệu kỉ văn chương
𤳇才𡛔色春登及時,giai tài cái sắc xuân đăng cập thì
唒浪𢝙𡦂手歸,dầu lãng bui thuở thủ quy
𢝙尼㐌拮愁箕特芇,bui ni đà cát sầu ki đặc náo
欺咹扵六𦋦𠓨,khi ăn ư lục rả bao
強欧緣買強𩆋情初,cường ẩu duyên mãi cường dào tình sơ
浽娘女旦包徐,tuy nương nữ đán bao từ
𣻆珠隊陣紆絲𤾓妄,tuôn châu đội trận hu ty trăm vọng
󰡏欺永𨤔香房,có khi vĩnh vủi hương phòng
炪炉香󰇥泛桐𣈜初,đốt lô hương giở phiếm đồng thì sơ
𢯏𢴾油𠯇㗂絲,bẻ bươi dầu dỉ sảnh ty
沉󰆟𤁕𤌋𫗄迻𢯦簾,trầm bay lất huỷ gió đưa lây liêm
󰟯如边屋𫏾㙴,dường như biên ốc trước thềm
㗂嬌同望䏾襜𢠩恾,sảnh kiều đồng vọng bịng xiêm mờ mang
𪽝𢚸𮢶𥒥𥱬鐄,bởi nàng tạc đá ghi hoành
想娘𢧚吏体娘󰡲低,tưởng nương thành lại thể nương về đê
仍󰑼煩闷店𣈜,nhưng trả phiền muộn điếm thì
春秋別㐌对咍󰋇吝,xuân thu biệt đà đối hai mẩy lận
制科及会塲文,chế khoa cập hội trường văn
王金拱占榜春𠬠𣈜,vương kim củng chiêm bảng xuân một thì
𫔳𡗶𢌌𨷑塘𫡮,của giơì rộng mở đường tóc
花嘲𡉦杏香𠖤埮枌,hoa trào ngỏ hạnh hương bay đàm phần
払王女旦𧵆賒,bật vương nữ đán xa xa
𨖅茹終老謝恩周旋,lang nhự chung lão tạ ân chu toàn
情初恩者󰒂填,tình sơ ân giả nghĩa điền
加親卞買結緣朱陳,gia thân biện mãi kết duyên chu trần
払強珥𨀈青雲,bật cường nhị gọt thanh vân
浽娘強𪟽賒𧵆强傷,tuy nương cưỡng ngại xa xa cường thương
意埃吲玉誓鐄,ý ai sẩn ngọc thệ hoành
碑徐金馬玉堂貝埃,bi từ kim mã ngọc đường bối ai
𦰟䕯蹎㳥落𩑛,ngọn bầu điên sóng lạc bị
𢪀𠇮荣顕傷㝵流󰡞,nghĩ mệnh vinh hiển thương đắc lưu ly
𠳐𦋦外任臨淄,vâng rả ngoại nhậm lâm truy
䦕山𠦳埮妻兒𠬠团,quan sơn ngàn đàm thê nhi một đoàn
琹堂𣈜𣎃清𫔮,cầm đường thì tháng thanh nhàn
󰉚𣅘㗂䳽㗂弹逍遙,hôm khuya sảnh hạc sảnh đạn tiêu dao
房春帳𢷀花桃,phòng xuân trướng dủ hoa đào
娘雲𦣰俸占包体娘,nương vân nằn bổng chiêm bao thể nương
醒𦋦買𠯇拱払,tỉnh rả mãi dỉ củng bật
𦖑𠳒払拱𠄩塘信𪟽,nghi lờị bật củng hai đường tín hề
怒臨清貝臨淄,nộ lâm thanh bối lâm truy
恪饒𠬠𡦂或欺󰡏啉,khác nhiêu một thuở hoặc khi có lam
𥪝机声氣相尋,trông cơ thanh khí tương tầm
扵低或固佳音庄󰑼,ư đê hoặc cố giai âm trang trả
升堂払買𠳨查,thăng đường bật mãi mọi tra
户都󰡏几吏𫅷䜹𨖲,hộ đô có kỉ lại già thưa sen
事尼㐌外十年,sự ni đà ngoại thập niên
料𠇮世𧘇沛欺世箕,liêu mệnh thế ất phái khi thế ki
事尼𠳨束生員買詳,sự ni mọi thúc sinh viên mãi tường
𦖑𠳒都呐𤑟𤉜,nghi lờị đô nột rõ ràng
卽時迎帖𨑮払束生,tức thì nghênh thiếp mươị bật thúc sinh
浽娘𠳨歇分明,tuy nương mọi hiết phân minh
𫯳昆󰠲些姓名󰑼之,chồng côn đẩu ta tính danh hiệu chi
束浪及六流󰡞,thúc lãng cập lục lưu ly
冲軍碎𠳨少之󰖥絲,trùng quân toái mọi thiếu chi tóc ty
𦖑詳梗𦰟消耗,tai tường ngạnh ngọn tiêu hao
𢚸貞払𡏡劳刀󰡪蜍,bề trinh bật luống lao đao thẫn thừ
㤕台隻𦲿𠀧爲,khoá thai chích lá tam vi
刼尘別𢷀包徐朱垂,kiếp trần biệt dủ bao từ chu thuỳ
花㵢渃渃𣵶𣳔,hoa trôi nhược nhược xói khát
㤕身沉浽𤴬𢚸合散,khoá thân trầm tuy đaụ nàng hợp tán
𠳒初㐌𰦫𰿘萬,thời sơ đà lói muôn vạn
𤗖𦎛群妬泛弹群低,mảnh gương quần đố phiếm đạn quần đê
弹琴窖謹魚𦀊,đạn cầm kháo cẩn ngư giây
󰌎香別古刼尼女催,lư hương biệt cổ kiếp ni nữ thôi
萍蓬群㤕賒吹,bình bồng quần đốt xa xuy
䁀鍾牢女咹𡎢朱安,đỉnh chung lao nữ ăn nàng chu an
㕸蒙撩印辞官,thập mông liêu ấn từ quan
󰋇滝拱󰋞󰋇岸拱坡,mẩy lang củng suối mẩy ngạn củng pha
𤄱𠇮𥪝󰠨干戈,giấn mệnh trông áng can qua
𠓨生𦋦死禍󰑼体饒,bao sinh la tử hoạ trả thể nhiêu
𢪀調𡗶沱域溇,nghĩ điệu giơì đà vực lũ
䏾𪀄沁󰠩別󰠲麻𥚆,bịng chim thấm cá biệt đẩu ma nhận
仙󰑼赧那待信,tiên trả noản na đãi tín
𪱆湄別㐌󰋇畨対移,năng my biệt đà mẩy ba đối di
𠄼𫡮俸体詔𡗶,lăm tóc bổng thể chiếu giơì
欽頒勅旨旦尼伶伶,khâm ban sắc chỉ đán ni linh linh
金時改任南平,kim thì cải nhậm nam bình
払王拱改任城淮陽,bật vương củng cải nhậm thành hoài dương
懺生車馭倍鐄,sám sinh xa ngự bội hoành
𠄩茹拱順𠬠塘赴官,hai nhự củng thuận một đường phó quan
侈𦖑势賊㐌散,xỉ ngay thế tặc đà tán
㳥淹福建󰌎殘浙江,song yêm phúc kiến lò tàn chiết giang
特信金買𫫵王,đặc tín kim mãi lũ vương
便塘拱吏尋娘搂㧅,tiện đường củng lại tầm nương lâu neo
杭州旦妬碑徐,hàng châu đán đố bi từ
实信𠳨特󰖥絲伶伶,thật tín mọi đặc tóc ty linh linh
浪𣈜󰉚怒交兵,lãng ngay hôm nộ giao binh
失机徐㐌收灵陣前,thất cơ từ đà thu linh trận tiền
娘娇功奇庄填,nương kiều công kỳ trang điền
令軍吏扒押緣土酋,lệnh quân lại bái áp duyên thổ tù
娘它招玉沉珠,nương xà chiêu ngọc trầm châu
滝錢塘妬意墓紅顔,lang tiền đường đố ý mộ hồng nhan
傷喂空合麻散,thương uỷ không hợp ma tán
𠬠茹荣顕貞寃𠬠娘,một nhự vinh hiển trinh oan một nương
招魂設位礼常,chiêu hồn thiết vị lễ thường
觧寃立𠬠𡊨場边滝,giải oan lập một đàn trường biên lang
𦰟潮𡽫泊重重,ngọn triều nón bạc trùng trùng
渭𬂙群想𦑃鴻𣅶招,vị mong quần tưởng cánh hồng lúc chiêu
情深变惨𨔍調,tình thâm biến thảm lạ điệu
芇魂精󰡲別蹺准芇,náo hồn tinh về biệt khiêu chuẩn náo
机緣󰠲俸𨔍𫳵,cơ duyên đẩu bổng lạ sao
𮗓緣󰠲俸尋𠓨旦巴,giác duyên đẩu bổng tầm bèo đán ba
𬂙𨖲灵位𡦂排,mong sen linh vị thuở bài
秩󰟹買𠳨仍㝵󰠲些,trật kinh mãi mọi nhưng đắc đẩu ta
法師𠰺世事󰠲𨔍󰟯,pháp sư đại thế sự đẩu lạ dường
師浪固果貝娘,sư lãng cố quả bối nương
󰠐󰠐娘共𢖵茹坤亏,thầm thầm nương cộng nhỉ nhự khôn khuy
𦖑信𦬑𩈘󰘉眉,nghi tín nứa mạt mở my
𢜠芇吏过𢜠尼女庄,mầng náo lại quá mầng ni nữ trang
自番隻𦲿󰡞棱,tự phiên chích lá lìa lăng
𠽄尋𨻫仍料澄渃𩄲,thầm tầm lũng nhưng liệu trừng nhược mưa
𤑟𤉜花拥香𠖤,rõ ràng hoa ủng hương bay
刼娄和体刼尼罕催,kiếp lâu hoà thể kiếp ni hãn thôi
冥陽堆我聀耒,minh dương đôi ngã chức lỗi
𡎝尘麻吏体㝵九原,cổi trần ma lại thể đắc cửu nguyên
𢮿僥𥛉謝𮗓緣,quải kiểu lại tạ giác duyên
步行𠬠屡蹺連𠬠欺,bộ hành một lũ khiêu liên một khi
坡𦰤拍𦹵尋𠫾,pha lào phách cỏ tầm đị
情深𨻫唉狐𪟽姅分,tình thâm lũng hởi hồ hề bán phân
觥孤蹺𦄂江津,quanh cô khiêu giải giang tân
塊棱牢㐌細𡑝𫢋堂,khối lăng lao đà tế sân phật đường
𮗓緣蓮㗂哙娘,giác duyên liên sảnh khoái nương
房中倍遣蓮鐄𨀈𦋦,phòng trung bội khiển liên hoành gọt la
𥚆𫀅󰖆󰘚𠬠茹,nhận coi nhèn mạt một nhự
椿𫅷群跬萱𫅷群鮮,xuân già quần khuể huyên già quần tiên
𠄩㛪方長和𠄩,hai em phương trường hoà hai
怒払金妬󰑼㝵𣈜初,nộ bật kim đố trả đắc thì sơ
想悲除󰑼包除,tưởng bi trừ trả bao trừ
𤑟𤉜𨷑𬑉群𪟽占包,rõ ràng mở mắt quần hề chiêm bao
湥洡咱説卷袍,thốc giội thính thuyết quyển bào
𢜠𢜠𢜝𢜝掣包󰑼情,mầng mầng sợ sợ xế bao la tình
萱𫅷󰡎檜招𠇮,huyên già dưới cối chiêu mệnh
哭嘆𠇮計事𠇮頭𡳪,khốc thán mệnh kế sự mệnh đầu chuôi
刼尼埃吏群扲及低,kiếp ni ai lại quần cầm cập đê
𪪳󰜏𬂙󰘚𢭂𢬣,ông bà mong mạt traọ tây
容光庄恪之𣈗𨀈𦋦,dung quang trang khác chi ngày gọt la
闭迡𤋵月油花,bế trì giải nguyệt dầu hoa
𨑮分春固𤷍𠀧𦊚分,mươị phân xuân cố gày bạ bún phân
浽𢜠𪪳𥙩之斤,tuy mầng ỏng lất chi cân
𠳒散合傳賒𧵆少󰠲,lờị tán hợp truyền xa xa thiếu đâu
𠄩㛪𠳨𫏾嘆𨍦,hai em mọi trước thán trước
𨅸𬂙娘㐌阻愁爫鮮,xứng mong nương đà trở sầu trảo tiên
𢮿僥𥛉𫏾𫢋臺,quải kiểu lại trước phật đài
再生陳謝𢚸㝵慈悲,tái sinh trần tạ nàng đắc từ bi
轎花𠽖󰡧卽時,kiệu hoa chuộc 󰡧 tức thì
王翁𠰺󰡧拱𧗱𠬠尼,vương ông đẫy 󰡧 củng về một ni
娘浪𡮍分花涞,nương lãng chút phân hoa lai
事𠁀㐌𤎕󰌎𢚸,sự đờị đà tách lò bề
群𢫔𠓨准𡏧紅爫之,quần thiện bèo chuẩn vùi hồng trảo chi
翁浪彼此壹時,ông lãng bỉ thử nhất thì
情箕孝怒埃填朱低,tình ki hiếu nộ ai điền chu đê
𠄩邊𠳖󰡙󰓳𠳒結交,hai biên kịp gỡ một lờị kết giao
吸汗平地𣷭濤,hấp hãn bình địa ba đào
丕󰝂緣姉󰡧𠓨朱㛪,phi chấm duyên chị 󰡧 bèo chu em
𢴑𠳒娘倍拔𠫾,lắt lờị nương bội bạt đị
事𬮙𠄼󱀄計之碑除,sự muôn lăm cũ kế chi bi trừ
時朱𦰟渃水潮沚吹,thời chu ngọn nhược thuỷ triều chỉ xuy
払浪呐拱𨔍代,bật lãng nột củng lạ đại
󰡎𡗶固坦蓮高固𡗶,dưới giơì cố thản liên cao cố giơì
唒浪物対牢移,dầu lãng vật đối lao di
娘浪家室緣諧,nương lãng gia thất duyên hài
㤕𢚸恩愛埃埃拱𢚸,đốt nàng ân ái ai ai củng bề
𢪀浪冲事𡞕𫯳,nghĩ lãng trùng sự vợ chồng
花𦹳封𦝄妄𧷺𧷺𦎛,hoa thơm phong dăng vọng vòng vòng gương
𪧚貞登價𠦳鐄,dữ trinh đăng giá ngàn hoành
𤒘花庄𢢆貝払枚初,đuộc hoa trang thẹn bối bật mai sơ
閉迡𩙌匝湄沙,bế trì nắng tạp my sa
󰋇𦝄共鈌󰋇花拱殘,mẩy dăng cộng khuyết mẩy hoa củng tàn
庄脩時共󰑼修󰑼󰑼,trang tu thời cộng trả tu trả trả
払油疑旦𧵆車,bật du nghi đán xa xa
㐌盆奇䏾麻洳奇代,đà bồn kỳ bịng ma như kỳ đại
払浪窖呐𢧚𠳒,bật lãng kháo nột thành thời
𡗶群底固歆󰅒,giơì quần để cố hâm cũ
散霜別午盎𫡮𡨌𡗶,tán sương biệt ngọ áng tóc giữa giơì
客戈塘底𠾿哬払羊,khách qua đường để hững khà bật dương
𦖑払呐㐌歇調,nghi bật nột đà hiết điệu
𠄩親時共决蹺𠬠排,hai thân thì cộng quyết khiêu một bài
歇𠳒坤𥙧咥𠳒,hiết lờị khôn nhẽ hí thời
󰣂頭娘仍𥐆𨱽咀嘆,cúi đầu nương nhưng ngắn trường trớ thán
茹皮𨷑席團圓,nhự bì mở tịch đoàn viên
花𤐝𦰟𤒘紅杆幅󰑼,hoa xôi ngọn đuộc hồng can bức trả
共僥交𥛉𠬠茹,cộng kiểu giao lạy một nhự
礼它𨇜礼堆󰑼𨇜堆,lễ xà đủ lễ đôi trả đủ đôi
洞房迢迭󱋓瑁,động phòng điều điệt chán mạo
氷傾緣買吟𠿯情初,băng khuynh duyên mãi ngâm nguôi tình sơ
仍自蓮𡉦桃絲,nhưng tự liên ngỏ đào ty
𨑮𠄼𢆥買悲除󰑼低,mươị lăm niên mãi bi trừ trả đê
情緣意合散尼,tình duyên ý hợp tán ni
悲勸󰋇浽𣎀尼𦝄高,bi khuyến mẩy tuy đêm ni dăng cao
更𣅘幅錦𢷀幍,canh lâu bức cẩm dủ tao
󰡎畑訴󰒂𦟐桃添春,dưới càn tố nghĩa má đào thiêm xuân
情人吏及情人,tình nhân lại cập tình nhân
花初蜂󱀄󰋇分重情,hoa sơ phong cũ mẩy phân trọng tình
娘浪分妾㐌仃,nương lãng phân thiếp đà đinh
想誓説𥘀仍𤴬疸𡗉,tưởng thệ thuyết nặng nhưng đaụ đản nhiêu
傷僥生死㐌𡗉,thương nghiêu sinh tử đà nhiêu
迻僥群少闭饒󰑼情,đưa kiểu quần thiếu bế nhiêu trả tình
路󰑼𧜖𫋻買𦋦瑟琹,lộ trả chăng gói mãi la sắt cầm
𦖑𠳒所袄掑簪,nghi lờị sở áo kì trâm
叩頭𥛉謝高深𠦳重,khấu đầu bái tạ cao thâm ngàn trùng
身殘𡊨濁恢冲,thân tàn đàn trọc khôi trùng
脱催𢬣吏扲𢬣,thoát thôi tây lại cầm tây
強𬁷爲󰞺強醝爲情,cường yêu vi nát cường ta vi tình
添𤓢架浽香𤭸,thiêm nướng giá tuy hương bình
共僥吏祝󱋓瓊交歡,cộng kiểu lại chúc chán quỳnh giao hoan
情初來𣼽坤寒,tình sơ lai lửng khôn hàn
從容吏𠳨𦰟弹㝵初,tòng dung lại mọi ngọn đạn đắc sơ
娘浪爲󰋇塘絲,nương lãng vi mẩy đường ty
你𢚸㝵󱀄𠳐𠳒𠬠畨,nhĩ nàng đắc cũ vâng lờị một ba
泛弹迢迭𢬣仙,phiếm đạn điều điệt tây tiên
𤌋沉高𥰊㗂弦𧵆車,huỷ trầm cao thấp sảnh huyền xa xa
曲牢漂蔭陽和,khúc lao phiêu ấm dương hoà
意󰑼蝴蝶咍󰑼莊生,ý hiệu hồ điệp hai trả trang sinh
曲󰠲奄爱春情,khúc đẩu yểm ái xuân tình
意魂蜀帝咍舍杜鵑,ý hồn thục đế hai xá đỗ quyên
冲牢朱㳶溋涓,trùng lao chu nhu doành quyên
荫牢曷玉蓝田買冬,ấm lao hạt ngọc lam điền mãi đông
律𦖻𦖑卒𠄼宫,luật thông ngay tốt lăm cung
㗂芇󰑼庄恼濃𠮿嗃,sảnh náo trả trang não nùng xôn hạc
払浪譜意𢬣芇,bật lãng phả ý tây náo
娘浪爲𡮍台制,nương lãng vi chút đài chế
